Word,Freq_CSAT,LogE_Freq_CSAT,Log10_Freq_CSAT,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,Ortho_N,OLD,OLDF
travelers,1,0.0,0.3010299956639812,9,1998,7.6,1.84,1.978,0,2.6,6.106
noticed,1,0.0,0.3010299956639812,7,37506,10.532,41.78,3.329,1,2.4,6.867
flyer,1,0.0,0.3010299956639812,5,3563,8.178,3.39,2.24,3,1.8,7.612
beard,1,0.0,0.3010299956639812,5,3173,8.062,12.61,2.809,3,1.65,8.331
conveying,1,0.0,0.3010299956639812,9,434,6.073,0.22,1.079,1,2.65,6.247
supplements,1,0.0,0.3010299956639812,11,2909,7.976,0.45,1.38,0,3.35,6.874
journal,1,0.0,0.3010299956639812,7,29244,10.283,8.88,2.657,0,2.8,7.226
hello,1,0.0,0.3010299956639812,5,41649,10.637,585.43,4.475,2,1.85,8.737
pumping,1,0.0,0.3010299956639812,7,3224,8.078,4.71,2.382,3,1.85,6.4
classroom,1,0.0,0.3010299956639812,9,4309,8.368,4.45,2.358,0,3.65,4.954
completes,1,0.0,0.3010299956639812,9,1025,6.932,0.9,1.672,2,2.4,7.393
finishes,1,0.0,0.3010299956639812,8,2179,7.687,3.57,2.263,2,2.5,6.724
basement,1,0.0,0.3010299956639812,8,4682,8.451,21.06,3.031,2,2.35,5.971
trustworthy,1,0.0,0.3010299956639812,11,1169,7.064,1.84,1.978,0,5.1,5.864
chili,1,0.0,0.3010299956639812,5,1783,7.486,7.49,2.583,3,1.85,7.679
potatoes,1,0.0,0.3010299956639812,8,2572,7.852,11.1,2.754,0,2.85,5.72
tomatoes,1,0.0,0.3010299956639812,8,2088,7.644,4.31,2.344,0,3.1,6.618
kitchens,1,0.0,0.3010299956639812,8,388,5.961,0.73,1.58,0,2.55,6.663
joyful,1,0.0,0.3010299956639812,6,569,6.344,1.49,1.887,0,2.85,5.904
entertainers,1,0.0,0.3010299956639812,12,446,6.1,0.73,1.58,0,4.0,6.033
championship,1,0.0,0.3010299956639812,12,7146,8.874,9.8,2.7,0,5.1,6.403
sacrificing,1,0.0,0.3010299956639812,11,1252,7.132,1.47,1.881,0,4.4,6.671
awfully,1,0.0,0.3010299956639812,7,2470,7.812,20.29,3.015,0,2.85,6.779
runners,1,0.0,0.3010299956639812,7,2176,7.685,2.08,2.029,1,1.9,6.345
assert,1,0.0,0.3010299956639812,6,3583,8.184,0.84,1.643,2,1.8,7.606
deny,1,0.0,0.3010299956639812,4,13082,9.479,21.39,3.038,4,1.75,8.292
replacing,1,0.0,0.3010299956639812,9,7628,8.94,2.59,2.124,0,2.65,7.103
verdict,1,0.0,0.3010299956639812,7,1755,7.47,10.94,2.747,0,2.95,6.862
generates,1,0.0,0.3010299956639812,9,4980,8.513,0.51,1.431,1,2.5,7.057
jams,1,0.0,0.3010299956639812,4,1465,7.29,1.25,1.813,6,1.6,8.107
picking,1,0.0,0.3010299956639812,7,8684,9.069,32.51,3.22,5,1.7,6.664
attentively,1,0.0,0.3010299956639812,11,101,4.615,0.29,1.204,0,3.7,6.718
bursts,1,0.0,0.3010299956639812,6,1194,7.085,1.14,1.771,0,1.9,6.632
powerfully,1,0.0,0.3010299956639812,10,444,6.096,0.16,0.954,0,3.7,5.621
contract,1,0.0,0.3010299956639812,8,47097,10.76,32.35,3.218,1,2.25,7.43
nourishment,1,0.0,0.3010299956639812,11,360,5.886,1.22,1.799,0,4.15,5.921
troubling,1,0.0,0.3010299956639812,9,745,6.613,2.33,2.079,0,2.9,6.63
rescuer,1,0.0,0.3010299956639812,7,82,4.407,0.27,1.176,1,2.75,6.531
handsome,1,0.0,0.3010299956639812,8,2536,7.838,33.02,3.227,0,2.8,6.181
circled,1,0.0,0.3010299956639812,7,536,6.284,1.39,1.857,2,2.55,6.26
historic,1,0.0,0.3010299956639812,8,4106,8.32,3.63,2.269,0,2.75,6.262
constrained,1,0.0,0.3010299956639812,11,1248,7.129,0.24,1.114,0,3.0,6.671
empowered,1,0.0,0.3010299956639812,9,1122,7.023,0.73,1.58,0,3.4,6.69
abandoned,1,0.0,0.3010299956639812,9,5160,8.549,13.29,2.832,0,3.55,6.329
lands,1,0.0,0.3010299956639812,5,15277,9.634,6.98,2.553,5,1.6,7.987
offense,1,0.0,0.3010299956639812,7,8046,8.993,16.47,2.925,1,2.45,7.734
peacefully,1,0.0,0.3010299956639812,10,1580,7.365,2.29,2.072,0,3.5,6.207
professionalism,1,0.0,0.3010299956639812,15,894,6.796,0.67,1.544,0,5.05,5.786
derives,1,0.0,0.3010299956639812,7,1503,7.315,0.27,1.176,1,1.85,7.999
metaphorical,1,0.0,0.3010299956639812,12,454,6.118,0.27,1.176,0,4.5,5.999
enforcing,1,0.0,0.3010299956639812,9,1608,7.383,0.33,1.255,0,2.8,6.953
disposition,1,0.0,0.3010299956639812,11,1291,7.163,2.16,2.045,0,2.8,6.382
liberty,1,0.0,0.3010299956639812,7,17135,9.749,16.65,2.929,0,2.75,6.92
punishment,1,0.0,0.3010299956639812,10,9269,9.134,13.43,2.836,0,3.55,5.205
intermittent,1,0.0,0.3010299956639812,12,1186,7.078,0.55,1.462,0,4.85,6.651
appreciatively,1,0.0,0.3010299956639812,14,86,4.454,0.12,0.845,0,4.4,6.518
reinterpreted,1,0.0,0.3010299956639812,13,76,4.331,,,0,4.3,6.676
depended,1,0.0,0.3010299956639812,8,1132,7.032,1.73,1.949,1,2.4,7.014
navy,1,0.0,0.3010299956639812,4,8936,9.098,25.69,3.118,1,1.9,8.787
hardwood,1,0.0,0.3010299956639812,8,855,6.751,0.65,1.532,0,3.05,5.828
appetites,1,0.0,0.3010299956639812,9,269,5.595,0.9,1.672,0,3.5,6.466
irreversibly,1,0.0,0.3010299956639812,12,131,4.875,0.08,0.699,1,4.45,5.293
momentarily,1,0.0,0.3010299956639812,11,1134,7.034,1.59,1.914,0,4.25,6.639
violated,1,0.0,0.3010299956639812,8,4455,8.402,4.57,2.369,1,2.65,6.237
established,1,0.0,0.3010299956639812,11,24142,10.092,8.14,2.619,1,3.9,6.03
vigilant,1,0.0,0.3010299956639812,8,444,6.096,0.75,1.591,0,2.8,6.705
reconcile,1,0.0,0.3010299956639812,9,1178,7.072,1.14,1.771,0,3.3,6.027
equivalent,1,0.0,0.3010299956639812,10,25895,10.162,2.63,2.13,0,3.95,6.055
accommodate,1,0.0,0.3010299956639812,11,2454,7.805,2.14,2.041,0,4.1,6.814
unforeseen,1,0.0,0.3010299956639812,10,269,5.595,0.57,1.477,0,3.95,5.608
inferences,1,0.0,0.3010299956639812,10,483,6.18,0.02,0.301,0,3.0,6.981
shortage,1,0.0,0.3010299956639812,8,2551,7.844,2.63,2.13,0,2.7,6.784
declared,1,0.0,0.3010299956639812,8,10861,9.293,6.53,2.524,1,2.4,6.462
crown,1,0.0,0.3010299956639812,5,8962,9.101,13.69,2.845,8,1.5,7.71
mad,1,0.0,0.3010299956639812,3,17811,9.788,113.41,3.762,17,1.0,9.865
selves,1,0.0,0.3010299956639812,6,1265,7.143,1.22,1.799,3,1.8,7.806
medals,1,0.0,0.3010299956639812,6,841,6.735,4.08,2.32,2,1.8,7.456
regularity,1,0.0,0.3010299956639812,10,652,6.48,0.31,1.23,0,3.1,6.684
appearances,1,0.0,0.3010299956639812,11,3373,8.124,3.06,2.196,0,3.95,6.231
discovers,1,0.0,0.3010299956639812,9,1403,7.246,1.9,1.991,1,2.55,6.409
deeper,1,0.0,0.3010299956639812,6,7003,8.854,12.63,2.81,3,1.85,6.477
proposal,1,0.0,0.3010299956639812,8,18999,9.852,8.78,2.652,0,3.0,7.004
breaks,1,0.0,0.3010299956639812,6,10802,9.287,18.82,2.983,2,1.85,7.437
adjective,1,0.0,0.3010299956639812,9,1045,6.952,0.49,1.415,0,2.9,7.15
regulate,1,0.0,0.3010299956639812,8,3419,8.137,0.76,1.602,0,2.6,6.552
patriotic,1,0.0,0.3010299956639812,9,1314,7.181,2.35,2.083,0,3.35,6.466
associate,1,0.0,0.3010299956639812,9,10550,9.264,8.98,2.662,0,3.2,6.124
locality,1,0.0,0.3010299956639812,8,755,6.627,0.12,0.845,0,2.5,6.026
playback,1,0.0,0.3010299956639812,8,3007,8.009,1.47,1.881,0,3.2,6.455
proximity,1,0.0,0.3010299956639812,9,1700,7.438,1.65,1.929,0,3.6,6.804
occupational,1,0.0,0.3010299956639812,12,1692,7.434,1.49,1.887,0,4.0,6.931
coworkers,1,0.0,0.3010299956639812,9,661,6.494,1.43,1.869,0,3.35,6.52
observe,1,0.0,0.3010299956639812,7,6027,8.704,9.78,2.699,0,2.35,7.382
dimensions,1,0.0,0.3010299956639812,10,5609,8.632,2.29,2.072,0,2.95,6.874
universal,1,0.0,0.3010299956639812,9,17449,9.767,5.86,2.477,0,3.4,6.794
implication,1,0.0,0.3010299956639812,11,3202,8.072,0.94,1.69,0,2.7,6.628
obtained,1,0.0,0.3010299956639812,8,20137,9.91,2.41,2.093,0,2.6,7.024
wakeful,1,0.0,0.3010299956639812,7,31,3.434,0.12,0.845,0,2.7,5.742
resting,1,0.0,0.3010299956639812,7,2492,7.821,7.0,2.554,5,1.75,6.941
planting,1,0.0,0.3010299956639812,8,1392,7.238,2.12,2.037,3,1.8,6.567
shrinking,1,0.0,0.3010299956639812,9,1449,7.279,1.59,1.914,1,2.35,6.631
concentrated,1,0.0,0.3010299956639812,12,3317,8.107,1.94,2.0,1,3.55,6.71
dissolved,1,0.0,0.3010299956639812,9,1647,7.407,1.27,1.819,0,3.05,6.651
paperwork,1,0.0,0.3010299956639812,9,2654,7.884,10.41,2.726,0,3.6,6.008
charm,1,0.0,0.3010299956639812,5,3829,8.25,15.57,2.9,3,1.7,8.007
campsite,1,0.0,0.3010299956639812,8,414,6.026,0.59,1.491,0,2.7,6.805
embodied,1,0.0,0.3010299956639812,8,887,6.788,0.22,1.079,1,2.75,5.988
audible,1,0.0,0.3010299956639812,7,1360,7.215,0.71,1.568,1,2.75,6.578
manipulating,1,0.0,0.3010299956639812,12,1759,7.473,1.43,1.869,0,3.9,6.023
tracks,1,0.0,0.3010299956639812,6,16757,9.727,16.75,2.932,5,1.65,7.763
manipulations,1,0.0,0.3010299956639812,13,865,6.763,0.18,1.0,0,3.7,6.274
conceal,1,0.0,0.3010299956639812,7,1524,7.329,2.53,2.114,1,2.35,7.192
terrific,1,0.0,0.3010299956639812,8,3890,8.266,41.92,3.33,0,3.2,6.528
grade,1,0.0,0.3010299956639812,5,14834,9.605,29.27,3.174,8,1.4,7.576
carelessness,1,0.0,0.3010299956639812,12,375,5.927,0.65,1.532,0,4.0,4.422
beaches,1,0.0,0.3010299956639812,7,3102,8.04,4.1,2.322,5,1.75,6.272
commence,1,0.0,0.3010299956639812,8,1045,6.952,4.61,2.373,1,2.3,6.973
beginnings,1,0.0,0.3010299956639812,10,1258,7.137,1.27,1.819,0,3.55,6.407
celebrates,1,0.0,0.3010299956639812,10,485,6.184,0.51,1.431,1,2.7,6.265
perseverance,1,0.0,0.3010299956639812,12,315,5.753,0.73,1.58,0,4.5,6.289
healing,1,0.0,0.3010299956639812,7,8969,9.102,6.39,2.514,6,1.7,7.368
flea,1,0.0,0.3010299956639812,4,3443,8.144,3.31,2.23,5,1.7,8.078
inventors,1,0.0,0.3010299956639812,9,887,6.788,0.47,1.398,2,2.55,7.366
reproduction,1,0.0,0.3010299956639812,12,4137,8.328,1.47,1.881,0,3.45,7.12
fortune,1,0.0,0.3010299956639812,7,15978,9.679,29.76,3.182,0,2.7,6.731
strangers,1,0.0,0.3010299956639812,9,3385,8.127,15.45,2.897,0,2.6,6.718
emergent,1,0.0,0.3010299956639812,8,422,6.045,0.29,1.204,0,2.65,6.821
readily,1,0.0,0.3010299956639812,7,6690,8.808,1.12,1.763,0,2.5,6.948
manifest,1,0.0,0.3010299956639812,8,2522,7.833,3.69,2.276,0,2.8,5.911
unconnected,1,0.0,0.3010299956639812,11,305,5.72,0.25,1.146,0,3.75,6.386
spectacles,1,0.0,0.3010299956639812,10,274,5.613,0.82,1.633,0,3.65,6.826
natives,1,0.0,0.3010299956639812,7,2197,7.695,4.24,2.337,0,2.55,7.331
extensively,1,0.0,0.3010299956639812,11,4013,8.297,0.61,1.505,0,3.35,6.562
rosen,1,0.0,0.3010299956639812,5,1358,7.214,,,3,1.8,7.634
pianist,1,0.0,0.3010299956639812,7,904,6.807,1.69,1.94,0,2.75,6.746
palms,1,0.0,0.3010299956639812,5,1673,7.422,3.71,2.279,2,1.8,7.386
inaccuracy,1,0.0,0.3010299956639812,10,369,5.911,0.04,0.477,0,4.3,6.251
renewing,1,0.0,0.3010299956639812,8,485,6.184,0.57,1.477,0,2.6,6.79
conveniently,1,0.0,0.3010299956639812,12,2488,7.819,1.49,1.887,0,3.8,6.21
tagging,1,0.0,0.3010299956639812,7,483,6.18,0.9,1.672,6,1.7,6.741
categories,1,0.0,0.3010299956639812,10,10101,9.22,1.0,1.716,0,3.65,6.54
pulling,1,0.0,0.3010299956639812,7,11105,9.315,27.14,3.141,4,1.8,6.714
circulation,1,0.0,0.3010299956639812,11,4677,8.45,3.63,2.269,0,3.05,6.372
danger,1,0.0,0.3010299956639812,6,12703,9.45,43.67,3.348,5,1.65,7.289
stereotypes,1,0.0,0.3010299956639812,11,2205,7.698,0.41,1.342,1,4.35,5.352
luckily,1,0.0,0.3010299956639812,7,3389,8.128,6.39,2.514,0,2.75,6.031
evaporated,1,0.0,0.3010299956639812,10,514,6.242,0.47,1.398,0,3.35,6.327
paws,1,0.0,0.3010299956639812,4,1401,7.245,2.49,2.107,13,1.35,7.901
obscure,1,0.0,0.3010299956639812,7,5753,8.657,2.59,2.124,0,2.7,7.232
analogies,1,0.0,0.3010299956639812,9,826,6.717,0.12,0.845,0,3.45,6.516
superficial,1,0.0,0.3010299956639812,11,1839,7.517,2.9,2.173,0,4.05,6.877
natal,1,0.0,0.3010299956639812,5,6488,8.778,0.1,0.778,3,1.85,8.154
kinship,1,0.0,0.3010299956639812,7,669,6.506,0.43,1.362,0,3.2,6.662
promises,1,0.0,0.3010299956639812,8,6714,8.812,11.37,2.764,2,2.3,7.034
leaned,1,0.0,0.3010299956639812,6,3216,8.076,1.71,1.944,7,1.5,6.764
adaptations,1,0.0,0.3010299956639812,11,510,6.234,0.06,0.602,0,3.7,6.523
misquoted,1,0.0,0.3010299956639812,9,531,6.275,0.27,1.176,0,3.45,6.361
interprets,1,0.0,0.3010299956639812,10,783,6.663,0.22,1.079,0,3.15,6.278
backwards,1,0.0,0.3010299956639812,9,8975,9.102,13.08,2.825,1,2.95,5.959
overgrazing,1,0.0,0.3010299956639812,11,62,4.127,,,0,3.75,5.832
employed,1,0.0,0.3010299956639812,8,6857,8.833,4.1,2.322,2,2.35,7.578
calculations,1,0.0,0.3010299956639812,12,5583,8.627,2.33,2.079,0,3.15,6.095
navigate,1,0.0,0.3010299956639812,8,1806,7.499,1.92,1.996,0,2.9,5.503
damaged,1,0.0,0.3010299956639812,7,7792,8.961,9.08,2.667,1,2.5,6.519
poorer,1,0.0,0.3010299956639812,6,1539,7.339,1.47,1.881,0,2.0,6.575
pioneered,1,0.0,0.3010299956639812,9,665,6.5,0.22,1.079,0,3.05,6.047
reporters,1,0.0,0.3010299956639812,9,4271,8.36,8.55,2.64,0,2.6,6.611
resist,1,0.0,0.3010299956639812,6,8016,8.989,12.88,2.818,1,1.9,7.175
blackboard,1,0.0,0.3010299956639812,10,462,6.136,1.18,1.785,0,3.35,5.544
diver,1,0.0,0.3010299956639812,5,1734,7.458,2.43,2.097,7,1.45,7.589
unoccupied,1,0.0,0.3010299956639812,10,223,5.407,0.33,1.255,0,4.25,5.425
breath,1,0.0,0.3010299956639812,6,14432,9.577,44.92,3.36,2,1.7,7.543
shifts,1,0.0,0.3010299956639812,6,2631,7.875,5.18,2.423,3,1.8,7.252
fry,1,0.0,0.3010299956639812,3,4052,8.307,8.39,2.632,6,1.6,8.989
compliments,1,0.0,0.3010299956639812,11,1184,7.077,6.92,2.549,1,2.95,7.227
solid,1,0.0,0.3010299956639812,5,24264,10.097,19.57,3.0,0,1.8,8.37
economically,1,0.0,0.3010299956639812,12,2783,7.931,0.59,1.491,0,3.85,6.033
degradation,1,0.0,0.3010299956639812,11,1827,7.51,0.76,1.602,0,3.2,6.042
mention,1,0.0,0.3010299956639812,7,49939,10.819,59.47,3.482,0,2.4,7.516
unimaginable,1,0.0,0.3010299956639812,12,358,5.881,0.92,1.681,0,4.35,5.23
laser,1,0.0,0.3010299956639812,5,16120,9.688,8.49,2.638,5,1.75,7.359
cerebral,1,0.0,0.3010299956639812,8,1052,6.958,2.02,2.017,0,2.8,6.47
imitate,1,0.0,0.3010299956639812,7,1005,6.913,1.8,1.968,0,2.5,6.558
establishes,1,0.0,0.3010299956639812,11,1240,7.123,0.22,1.079,1,4.1,5.92
consensus,1,0.0,0.3010299956639812,9,6604,8.795,1.63,1.924,0,3.25,6.473
relating,1,0.0,0.3010299956639812,8,8251,9.018,1.14,1.771,2,1.9,7.515
easiest,1,0.0,0.3010299956639812,7,7936,8.979,4.0,2.312,0,2.6,6.745
texts,1,0.0,0.3010299956639812,5,7288,8.894,0.65,1.532,4,1.75,7.57
precipitated,1,0.0,0.3010299956639812,12,319,5.765,0.24,1.114,0,4.2,5.571
debates,1,0.0,0.3010299956639812,7,3027,8.015,0.51,1.431,1,2.2,6.766
delay,1,0.0,0.3010299956639812,5,13068,9.478,11.02,2.751,2,1.85,7.342
publicity,1,0.0,0.3010299956639812,9,5523,8.617,10.47,2.728,0,3.25,6.49
diverting,1,0.0,0.3010299956639812,9,410,6.016,0.43,1.362,1,2.7,6.326
accidentally,1,0.0,0.3010299956639812,12,4432,8.397,8.8,2.653,0,4.3,6.187
occurred,1,0.0,0.3010299956639812,8,11947,9.388,14.45,2.868,0,2.8,6.706
poses,1,0.0,0.3010299956639812,5,2115,7.657,1.78,1.964,13,1.2,7.714
psychic,1,0.0,0.3010299956639812,7,8921,9.096,11.86,2.783,0,3.2,6.785
extraterrestrial,1,0.0,0.3010299956639812,16,1127,7.027,2.0,2.013,0,7.286,5.238
err,1,0.0,0.3010299956639812,3,3570,8.18,1.51,1.892,3,1.8,8.805
lightly,1,0.0,0.3010299956639812,7,7014,8.856,4.61,2.373,3,2.0,7.58
tread,1,0.0,0.3010299956639812,5,3379,8.125,2.27,2.068,5,1.65,8.712
argue,1,0.0,0.3010299956639812,5,20857,9.945,19.75,3.003,0,1.9,7.57
planets,1,0.0,0.3010299956639812,7,7932,8.979,4.29,2.342,0,1.85,8.052
pie,1,0.0,0.3010299956639812,3,4935,8.504,28.75,3.166,10,1.1,8.673
accountability,1,0.0,0.3010299956639812,14,1478,7.298,0.47,1.398,0,5.45,5.462
bothering,1,0.0,0.3010299956639812,9,2369,7.77,17.98,2.963,0,2.6,6.837
collar,1,0.0,0.3010299956639812,6,4155,8.332,10.51,2.73,2,1.85,7.593
hopeful,1,0.0,0.3010299956639812,7,1419,7.258,2.98,2.185,0,2.7,6.336
trepidation,1,0.0,0.3010299956639812,11,254,5.537,0.14,0.903,0,3.6,6.625
explored,1,0.0,0.3010299956639812,8,2284,7.734,1.27,1.819,3,2.05,7.276
jotting,1,0.0,0.3010299956639812,7,50,3.912,0.14,0.903,6,1.7,7.24
rein,1,0.0,0.3010299956639812,4,791,6.673,0.76,1.602,3,1.7,8.265
altering,1,0.0,0.3010299956639812,8,1830,7.512,0.71,1.568,0,2.35,6.162
clerk,1,0.0,0.3010299956639812,5,2715,7.907,12.9,2.819,1,1.9,7.423
pose,1,0.0,0.3010299956639812,4,4365,8.381,6.8,2.542,13,1.0,7.934
discouraged,1,0.0,0.3010299956639812,11,2750,7.919,1.59,1.914,0,3.55,6.32
authority,1,0.0,0.3010299956639812,9,23585,10.068,21.22,3.035,0,3.55,6.97
approval,1,0.0,0.3010299956639812,8,10239,9.234,8.39,2.632,0,3.3,7.016
guilty,1,0.0,0.3010299956639812,6,12515,9.435,62.29,3.502,0,2.4,6.601
illnesses,1,0.0,0.3010299956639812,9,1732,7.457,0.69,1.556,0,3.6,6.591
curing,1,0.0,0.3010299956639812,6,630,6.446,0.94,1.69,3,1.65,7.385
midst,1,0.0,0.3010299956639812,5,2424,7.793,3.43,2.245,0,1.85,7.974
ultraviolet,1,0.0,0.3010299956639812,11,1183,7.076,0.63,1.518,0,5.35,5.728
bums,1,0.0,0.3010299956639812,4,771,6.648,3.73,2.281,7,1.5,7.706
spiritual,1,0.0,0.3010299956639812,9,16030,9.682,8.88,2.657,0,3.3,7.19
trunk,1,0.0,0.3010299956639812,5,3272,8.093,19.8,3.005,2,1.85,7.763
diary,1,0.0,0.3010299956639812,5,2683,7.895,8.98,2.662,1,1.95,7.366
marking,1,0.0,0.3010299956639812,7,2463,7.809,1.61,1.919,4,1.7,7.501
monotony,1,0.0,0.3010299956639812,8,130,4.868,0.33,1.255,1,3.1,6.969
indispensable,1,0.0,0.3010299956639812,13,895,6.797,0.75,1.591,1,4.25,5.133
distributing,1,0.0,0.3010299956639812,12,3855,8.257,0.59,1.491,0,3.3,7.252
composers,1,0.0,0.3010299956639812,9,2738,7.915,0.45,1.38,0,2.55,7.255
bursting,1,0.0,0.3010299956639812,8,933,6.838,2.33,2.079,0,2.15,6.819
brushing,1,0.0,0.3010299956639812,8,1515,7.323,2.18,2.049,2,2.3,6.58
pony,1,0.0,0.3010299956639812,4,2249,7.718,8.1,2.617,7,1.55,8.084
beware,1,0.0,0.3010299956639812,6,5609,8.632,5.73,2.467,0,2.1,7.52
fostering,1,0.0,0.3010299956639812,9,571,6.347,0.14,0.903,1,2.5,6.383
cave,1,0.0,0.3010299956639812,4,7507,8.924,13.98,2.854,16,1.0,8.982
sediment,1,0.0,0.3010299956639812,8,749,6.619,0.41,1.342,1,2.6,5.974
identified,1,0.0,0.3010299956639812,10,9682,9.178,10.27,2.72,1,3.4,7.015
educate,1,0.0,0.3010299956639812,7,4500,8.412,2.04,2.021,0,2.55,6.534
lecturer,1,0.0,0.3010299956639812,8,1639,7.402,0.8,1.623,2,2.65,7.271
contamination,1,0.0,0.3010299956639812,13,1419,7.258,1.18,1.785,0,3.35,6.076
perpetual,1,0.0,0.3010299956639812,9,1916,7.558,1.55,1.903,0,3.6,6.741
legacy,1,0.0,0.3010299956639812,6,4809,8.478,5.02,2.41,0,2.6,7.448
kinetic,1,0.0,0.3010299956639812,7,1449,7.279,0.63,1.518,0,2.85,5.899
undiminished,1,0.0,0.3010299956639812,12,27,3.296,0.06,0.602,0,4.25,5.632
genres,1,0.0,0.3010299956639812,6,1446,7.277,0.12,0.845,0,2.05,7.177
statues,1,0.0,0.3010299956639812,7,1053,6.959,1.94,2.0,0,1.95,7.097
symphonies,1,0.0,0.3010299956639812,10,919,6.823,0.39,1.322,0,3.75,6.279
confined,1,0.0,0.3010299956639812,8,2546,7.842,2.96,2.182,2,2.05,6.902
wavelength,1,0.0,0.3010299956639812,10,1392,7.238,0.63,1.518,0,4.65,6.037
prevailed,1,0.0,0.3010299956639812,9,535,6.282,0.55,1.462,0,2.85,6.87
issuing,1,0.0,0.3010299956639812,7,2427,7.794,0.9,1.672,0,2.6,7.091
guns,1,0.0,0.3010299956639812,4,24000,10.086,60.63,3.49,9,1.45,7.618
fitting,1,0.0,0.3010299956639812,7,3772,8.235,5.59,2.456,2,1.8,6.981
disturb,1,0.0,0.3010299956639812,7,1394,7.24,11.1,2.754,0,2.85,6.711
concerts,1,0.0,0.3010299956639812,8,3754,8.231,1.86,1.982,4,1.7,7.671
pair,1,0.0,0.3010299956639812,4,23219,10.053,37.25,3.279,6,1.55,8.33
draper,1,0.0,0.3010299956639812,6,1063,6.969,0.51,1.431,4,1.65,6.663
guys,1,0.0,0.3010299956639812,4,58720,10.981,631.33,4.508,4,1.7,7.771
cure,1,0.0,0.3010299956639812,4,8515,9.05,20.84,3.027,11,1.15,7.989
tide,1,0.0,0.3010299956639812,4,3977,8.288,7.35,2.575,10,1.4,8.397
hatch,1,0.0,0.3010299956639812,5,2609,7.867,12.82,2.816,8,1.5,7.737
emerald,1,0.0,0.3010299956639812,7,6222,8.736,2.57,2.121,0,2.75,7.42
convention,1,0.0,0.3010299956639812,10,15478,9.647,12.33,2.799,2,2.25,6.91
refresh,1,0.0,0.3010299956639812,7,5268,8.569,2.49,2.107,0,2.65,6.794
harry,1,0.0,0.3010299956639812,5,12182,9.408,82.22,3.623,10,1.5,8.007
rent,1,0.0,0.3010299956639812,4,10739,9.282,34.55,3.246,15,1.2,8.407
row,1,0.0,0.3010299956639812,3,14013,9.548,26.33,3.128,17,1.0,8.802
mentor,1,0.0,0.3010299956639812,6,3640,8.2,3.49,2.253,0,2.0,8.515
chase,1,0.0,0.3010299956639812,5,9066,9.112,32.8,3.224,5,1.45,8.339
walls,1,0.0,0.3010299956639812,5,12120,9.403,24.73,3.101,11,1.4,7.851
tighter,1,0.0,0.3010299956639812,7,1837,7.516,4.08,2.32,3,1.95,6.986
appliances,1,0.0,0.3010299956639812,10,1171,7.066,1.1,1.756,0,3.55,7.213
walked,1,0.0,0.3010299956639812,6,14968,9.614,53.67,3.437,4,1.75,6.749
sailing,1,0.0,0.3010299956639812,7,3556,8.176,9.41,2.682,8,1.55,6.533
score,1,0.0,0.3010299956639812,5,23264,10.055,30.43,3.191,9,1.35,7.878
seals,1,0.0,0.3010299956639812,5,2300,7.741,2.73,2.146,8,1.5,7.634
parks,1,0.0,0.3010299956639812,5,6714,8.812,3.73,2.281,6,1.55,7.67
bills,1,0.0,0.3010299956639812,5,10428,9.252,21.49,3.04,10,1.4,7.795
thumping,1,0.0,0.3010299956639812,8,359,5.883,1.43,1.869,1,2.55,6.66
rushing,1,0.0,0.3010299956639812,7,1795,7.493,6.02,2.489,3,1.75,7.139
winding,1,0.0,0.3010299956639812,7,1420,7.258,1.96,2.004,6,1.7,7.181
dim,1,0.0,0.3010299956639812,3,4289,8.364,4.76,2.387,11,1.35,8.801
exports,1,0.0,0.3010299956639812,7,2949,7.989,0.51,1.431,1,1.95,7.834
dolphin,1,0.0,0.3010299956639812,7,1644,7.405,2.76,2.152,0,3.15,6.77
sociologist,1,0.0,0.3010299956639812,11,315,5.753,0.14,0.903,0,3.5,5.806
dinners,1,0.0,0.3010299956639812,7,725,6.586,4.67,2.378,2,1.85,6.708
lobster,1,0.0,0.3010299956639812,7,849,6.744,7.33,2.574,1,1.95,6.519
controllers,1,0.0,0.3010299956639812,11,8579,9.057,0.51,1.431,0,3.55,6.318
stretches,1,0.0,0.3010299956639812,9,1961,7.581,0.9,1.672,2,2.45,6.054
handling,1,0.0,0.3010299956639812,8,23735,10.075,11.35,2.763,0,2.3,6.587
doubly,1,0.0,0.3010299956639812,6,812,6.7,0.55,1.462,2,2.15,6.561
wings,1,0.0,0.3010299956639812,5,8932,9.097,19.67,3.002,5,1.55,7.215
spicy,1,0.0,0.3010299956639812,5,847,6.742,3.31,2.23,3,1.85,7.466
boiling,1,0.0,0.3010299956639812,7,3078,8.032,4.22,2.334,4,1.8,6.909
woodpecker,1,0.0,0.3010299956639812,10,368,5.908,0.98,1.708,0,4.65,5.498
entrusted,1,0.0,0.3010299956639812,9,421,6.043,1.69,1.94,1,2.75,5.695
assessments,1,0.0,0.3010299956639812,11,878,6.778,0.24,1.114,0,3.85,6.733
anymore,1,0.0,0.3010299956639812,7,26212,10.174,188.18,3.982,0,2.9,7.244
petting,1,0.0,0.3010299956639812,7,462,6.136,1.43,1.869,11,1.45,7.098
extend,1,0.0,0.3010299956639812,6,9373,9.146,6.41,2.516,2,2.25,7.597
fears,1,0.0,0.3010299956639812,5,4957,8.509,9.16,2.67,9,1.45,7.779
